ObstacleID, Description    , Elevation at top of Obstacle (m), Easting NZTM, Northing NZTM, Latitude        , Longitude        , Date Surveyed, Source    , Surveyor
NZRO20611 , TREE           ,                           543.13,   1888484.24,    5771171.95, 38 09 40.40074 S, 176 17 33.31429 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20612 , TREE           ,                           550.31,   1888492.88,    5771148.93, 38 09 41.13646 S, 176 17 33.70233 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20613 , TREE           ,                           561.62,   1888652.86,    5771123.37, 38 09 41.78013 S, 176 17 40.30292 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20614 , TREE           ,                           560.76,   1888667.15,    5771119.57, 38 09 41.88675 S, 176 17 40.89472 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20615 , TREE           ,                           545.08,   1888692.53,    5771087.08, 38 09 42.90992 S, 176 17 41.98337 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20616 , TREE           ,                           540.9 ,   1888706.89,    5771080.91, 38 09 43.09323 S, 176 17 42.58151 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20617 , TREE           ,                           535.34,   1888728.43,    5771051.53, 38 09 44.02007 S, 176 17 43.50809 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20618 , TREE           ,                           535.54,   1888742.75,    5771046.5 , 38 09 44.16650 S, 176 17 44.10293 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20619 , TREE           ,                           511.75,   1888776.67,    5771020.47, 38 09 44.97056 S, 176 17 45.53253 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20620 , TREE           ,                           495.15,   1888802.78,    5770996.78, 38 09 45.70783 S, 176 17 46.63831 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20621 , TREE           ,                           473.98,   1888818.5 ,    5770961.96, 38 09 46.81758 S, 176 17 47.33409 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20622 , TREE           ,                           446.69,   1888848.68,    5770946.41, 38 09 47.28648 S, 176 17 48.59498 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20623 , TREE           ,                           372.33,   1887890.98,    5771923.58, 38 09 16.73627 S, 176 17 07.88161 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20624 , TREE           ,                           368.43,   1887887.16,    5771840.55, 38 09 19.43017 S, 176 17 07.84570 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20625 , TREE           ,                           380.32,   1887897.24,    5771822.83, 38 09 19.99258 S, 176 17 08.28499 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20626 , TREE           ,                           384.5 ,   1887927.86,    5771795.21, 38 09 20.85207 S, 176 17 09.58130 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20627 , TREE           ,                           386.36,   1887988.3 ,    5771749.39, 38 09 22.26682 S, 176 17 12.12741 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20628 , TREE           ,                           388.46,   1888018.11,    5771713.39, 38 09 23.39868 S, 176 17 13.40271 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20629 , TREE           ,                           390.65,   1888058.51,    5771679.48, 38 09 24.45065 S, 176 17 15.10941 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20630 , TREE           ,                           391.38,   1888115.55,    5771683.97, 38 09 24.23964 S, 176 17 17.44285 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20631 , TREE           ,                           391.71,   1888144.54,    5771629.74, 38 09 25.96292 S, 176 17 18.71109 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20632 , TREE           ,                           387.88,   1888145.46,    5771597.15, 38 09 27.01752 S, 176 17 18.79629 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20633 , TREE           ,                           389.58,   1888234.2 ,    5771624.04, 38 09 26.04444 S, 176 17 22.39756 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20634 , TREE           ,                           392.92,   1888213.38,    5771535.3 , 38 09 28.94285 S, 176 17 21.67272 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20635 , TREE           ,                           397.7 ,   1888237.11,    5771531.6 , 38 09 29.03541 S, 176 17 22.65161 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20636 , TREE           ,                           397.15,   1888265.68,    5771524.11, 38 09 29.24516 S, 176 17 23.83458 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20637 , TREE           ,                           397.49,   1888322.42,    5771563.81, 38 09 27.89392 S, 176 17 26.10443 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20638 , TREE           ,                           400.06,   1888341.92,    5771558.34, 38 09 28.04866 S, 176 17 26.91236 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20639 , TREE           ,                           414.85,   1888315.45,    5771474.35, 38 09 30.79972 S, 176 17 25.94886 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20640 , TREE           ,                           423.51,   1888328.39,    5771445.56, 38 09 31.71739 S, 176 17 26.52167 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20641 , TREE           ,                           429.15,   1888334.97,    5771434.85, 38 09 32.05674 S, 176 17 26.80721 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20642 , TREE           ,                           427.27,   1888358.14,    5771433.18, 38 09 32.08417 S, 176 17 27.76018 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20643 , TREE           ,                           426.68,   1888391.43,    5771399.16, 38 09 33.14783 S, 176 17 29.17548 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20644 , TREE           ,                           455.04,   1888439.03,    5771333.44, 38 09 35.22183 S, 176 17 31.22406 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20645 , TREE           ,                           454.97,   1888455.82,    5771317.47, 38 09 35.71980 S, 176 17 31.93616 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20646 , TREE           ,                           471.3 ,   1888510.84,    5771297.02, 38 09 36.31887 S, 176 17 34.22317 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20647 , TREE           ,                           499.9 ,   1888520.28,    5771264.63, 38 09 37.35717 S, 176 17 34.65769 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20648 , TREE           ,                           529.29,   1888560.68,    5771239.23, 38 09 38.13339 S, 176 17 36.35215 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20649 , TREE           ,                           535.16,   1888570.82,    5771227.31, 38 09 38.50783 S, 176 17 36.78554 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20650 , TREE           ,                           539.77,   1888587.22,    5771199.6 , 38 09 39.38652 S, 176 17 37.49877 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20651 , TREE           ,                           558.44,   1888646.71,    5771141.65, 38 09 41.19509 S, 176 17 40.02393 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20652 , TREE           ,                           547.14,   1888712.51,    5771107.36, 38 09 42.22999 S, 176 17 42.77347 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20653 , TREE           ,                           556.52,   1888685.43,    5771112.98, 38 09 42.07915 S, 176 17 41.65429 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20654 , TREE           ,                           545.89,   1888786.84,    5771120.32, 38 09 41.72453 S, 176 17 45.80400 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20655 , TREE           ,                           483.85,   1888879.76,    5771058.33, 38 09 43.62537 S, 176 17 49.70663 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20656 , TREE           ,                           468.39,   1888900.37,    5771040.93, 38 09 44.16522 S, 176 17 50.57759 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20657 , TREE           ,                           367.8 ,   1887892.48,    5772098.59, 38 09 11.06560 S, 176 17 07.68854 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20658 , TREE           ,                           369.27,   1887905.48,    5772079.73, 38 09 11.66158 S, 176 17 08.24925 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20659 , TREE           ,                           368.56,   1887895.96,    5772039.65, 38 09 12.97079 S, 176 17 07.91704 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20660 , TREE           ,                           374.71,   1887899.22,    5772004.32, 38 09 14.11146 S, 176 17 08.10217 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20661 , TREE           ,                           374.94,   1887904.91,    5772002   , 38 09 14.18007 S, 176 17 08.33896 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20662 , TREE           ,                           373.06,   1887937.9 ,    5772049.3 , 38 09 12.61003 S, 176 17 09.62344 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20663 , TREE           ,                           373.02,   1887950.41,    5772039.74, 38 09 12.90532 S, 176 17 10.15054 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20664 , TREE           ,                           368.03,   1887985.49,    5771970.47, 38 09 15.10881 S, 176 17 11.69038 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20665 , TREE           ,                           368.01,   1887995.51,    5771938.59, 38 09 16.12996 S, 176 17 12.14782 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20666 , TREE           ,                           373.9 ,   1888022.9 ,    5771959.07, 38 09 15.43509 S, 176 17 13.24160 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20667 , TREE           ,                           375.7 ,   1888026.82,    5771938.76, 38 09 16.08847 S, 176 17 13.43197 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20668 , TREE           ,                           382.19,   1888051.2 ,    5771920.11, 38 09 16.66456 S, 176 17 14.45924 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20669 , TREE           ,                           386.02,   1888066.42,    5771894.38, 38 09 17.48051 S, 176 17 15.12105 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20670 , TREE           ,                           386.6 ,   1888073.54,    5771884.41, 38 09 17.79527 S, 176 17 15.42764 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20671 , TREE           ,                           385.65,   1888086.15,    5771858.54, 38 09 18.61876 S, 176 17 15.98260 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20672 , TREE           ,                           386.99,   1888104.26,    5771812.13, 38 09 20.10126 S, 176 17 16.79309 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20673 , TREE           ,                           388.64,   1888139.66,    5771816.75, 38 09 19.91090 S, 176 17 18.23856 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20674 , TREE           ,                           390.76,   1888151.28,    5771781.24, 38 09 21.04778 S, 176 17 18.76696 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20675 , TREE           ,                           392.48,   1888190.8 ,    5771774.8 , 38 09 21.21094 S, 176 17 20.39756 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20676 , TREE           ,                           392.88,   1888207.71,    5771758.46, 38 09 21.72078 S, 176 17 21.11505 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20677 , TREE           ,                           385.56,   1888239.73,    5771689.83, 38 09 23.90701 S, 176 17 22.52858 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20678 , TREE           ,                           385.66,   1888293.23,    5771691.12, 38 09 23.80368 S, 176 17 24.72144 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20679 , TREE           ,                           392.29,   1888347.06,    5771616.82, 38 09 26.14847 S, 176 17 27.03800 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20680 , TREE           ,                           402.32,   1888421.37,    5771592.17, 38 09 26.86141 S, 176 17 30.12238 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20681 , TREE           ,                           403.83,   1888427.18,    5771590.78, 38 09 26.89974 S, 176 17 30.36276 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20682 , TREE           ,                           405.31,   1888446.6 ,    5771578.66, 38 09 27.26998 S, 176 17 31.17710 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20683 , TREE           ,                           411.07,   1888439.43,    5771484.62, 38 09 30.32437 S, 176 17 31.02006 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20684 , TREE           ,                           411.74,   1888459.86,    5771480.52, 38 09 30.43365 S, 176 17 31.86416 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20685 , TREE           ,                           407.84,   1888533.67,    5771493.83, 38 09 29.91754 S, 176 17 34.87274 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20686 , TREE           ,                           430.38,   1888550.38,    5771392.29, 38 09 33.18736 S, 176 17 35.70634 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20687 , TREE           ,                           417.13,   1888530.23,    5771402.55, 38 09 32.87823 S, 176 17 34.86474 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20688 , TREE           ,                           440.29,   1888581.43,    5771356.31, 38 09 34.31706 S, 176 17 37.03264 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20689 , TREE           ,                           461.14,   1888620.29,    5771339.94, 38 09 34.80256 S, 176 17 38.65074 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20690 , TREE           ,                           451.28,   1888614.27,    5771354.65, 38 09 34.33301 S, 176 17 38.38231 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20691 , TREE           ,                           486.7 ,   1888636.58,    5771309.15, 38 09 35.78113 S, 176 17 39.36395 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20692 , TREE           ,                           474.59,   1888651.97,    5771300.63, 38 09 36.03938 S, 176 17 40.00776 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20693 , TREE           ,                           485.47,   1888679.59,    5771279.05, 38 09 36.70658 S, 176 17 41.17235 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20694 , TREE           ,                           484.79,   1888712.84,    5771261.29, 38 09 37.24354 S, 176 17 42.56235 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20695 , TREE           ,                           512.16,   1888754.19,    5771218.17, 38 09 38.59263 S, 176 17 44.32168 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20696 , TREE           ,                           524.29,   1888755.83,    5771199.19, 38 09 39.20553 S, 176 17 44.41666 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20697 , TREE           ,                           537.23,   1888784.14,    5771172.57, 38 09 40.03517 S, 176 17 45.61695 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20698 , TREE           ,                           539.83,   1888796.89,    5771161.13, 38 09 40.39104 S, 176 17 46.15673 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20699 , TREE           ,                           527.25,   1888828.25,    5771130.3 , 38 09 41.35352 S, 176 17 47.48830 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20700 , TREE           ,                           510.08,   1888853.04,    5771108.29, 38 09 42.03789 S, 176 17 48.53746 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20701 , TREE           ,                           493.85,   1888878.76,    5771089.63, 38 09 42.61266 S, 176 17 49.61989 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20702 , TREE           ,                           484.09,   1888897.68,    5771081.24, 38 09 42.86261 S, 176 17 50.40836 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20703 , TREE           ,                           370.59,   1887928.51,    5772092.59, 38 09 11.21856 S, 176 17 09.17527 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20704 , TREE           ,                           372.19,   1887957.21,    5772069.3 , 38 09 11.94000 S, 176 17 10.38647 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20705 , TREE           ,                           371.3 ,   1887966.01,    5772071.17, 38 09 11.86931 S, 176 17 10.74474 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20706 , TREE           ,                           368.15,   1888007.71,    5772028.87, 38 09 13.19158 S, 176 17 12.51689 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20707 , TREE           ,                           368.2 ,   1888016   ,    5772003.69, 38 09 13.99769 S, 176 17 12.89361 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20708 , TREE           ,                           383.58,   1888055.13,    5771962.54, 38 09 15.28565 S, 176 17 14.55869 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20709 , TREE           ,                           379.2 ,   1888068.27,    5771952.64, 38 09 15.59122 S, 176 17 15.11213 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20710 , TREE           ,                           381.71,   1888093.53,    5771923.36, 38 09 16.51062 S, 176 17 16.19097 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20711 , TREE           ,                           386.9 ,   1888113.3 ,    5771905.13, 38 09 17.07840 S, 176 17 17.02852 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20712 , TREE           ,                           387.26,   1888144.04,    5771888.92, 38 09 17.56814 S, 176 17 18.31315 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20713 , TREE           ,                           386.26,   1888161.74,    5771871.5 , 38 09 18.11205 S, 176 17 19.06461 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20714 , TREE           ,                           386.34,   1888188.56,    5771856.56, 38 09 18.56515 S, 176 17 20.18659 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20715 , TREE           ,                           389.44,   1888218.57,    5771825.76, 38 09 19.52831 S, 176 17 21.46253 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20716 , TREE           ,                           389.19,   1888241.61,    5771792.05, 38 09 20.59374 S, 176 17 22.45680 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20717 , TREE           ,                           388.98,   1888372.74,    5771670.94, 38 09 24.36586 S, 176 17 28.01260 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20718 , TREE           ,                           387.28,   1888401.49,    5771647.17, 38 09 25.10273 S, 176 17 29.22667 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20719 , TREE           ,                           393.77,   1888418.25,    5771629.35, 38 09 25.66067 S, 176 17 29.94019 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20720 , TREE           ,                           398.7 ,   1888443.09,    5771610.41, 38 09 26.24558 S, 176 17 30.98682 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20721 , TREE           ,                           401.39,   1888456.43,    5771596.09, 38 09 26.69407 S, 176 17 31.55495 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20722 , TREE           ,                           404.17,   1888472.9 ,    5771593.93, 38 09 26.74508 S, 176 17 32.23376 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20723 , TREE           ,                           402.32,   1888494.09,    5771576.36, 38 09 27.28981 S, 176 17 33.12867 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20724 , TREE           ,                           402.71,   1888552.42,    5771507.89, 38 09 29.44052 S, 176 17 35.62143 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20725 , TREE           ,                           403.07,   1888569.02,    5771499.9 , 38 09 29.68021 S, 176 17 36.31408 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20726 , TREE           ,                           415.03,   1888610.32,    5771454.78, 38 09 31.09416 S, 176 17 38.07419 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20727 , TREE           ,                           423.71,   1888639.43,    5771429.53, 38 09 31.87853 S, 176 17 39.30524 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20728 , TREE           ,                           430.05,   1888652.04,    5771421.3 , 38 09 32.13058 S, 176 17 39.83456 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20729 , TREE           ,                           432.07,   1888674.97,    5771411.93, 38 09 32.40768 S, 176 17 40.78892 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20730 , TREE           ,                           433.38,   1888685.08,    5771387.11, 38 09 33.20000 S, 176 17 41.23990 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20731 , TREE           ,                           442.12,   1888753.36,    5771428.45, 38 09 31.78224 S, 176 17 43.98071 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20732 , TREE           ,                           461.33,   1888768.88,    5771361.9 , 38 09 33.92003 S, 176 17 44.71454 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20733 , TREE           ,                           473.04,   1888816.43,    5771393.79, 38 09 32.83225 S, 176 17 46.61870 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20734 , TREE           ,                           478.5 ,   1888807.61,    5771340.78, 38 09 34.55950 S, 176 17 46.33425 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20735 , TREE           ,                           489.57,   1888817.3 ,    5771297.43, 38 09 35.95252 S, 176 17 46.79506 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20736 , TREE           ,                           492.09,   1888821.59,    5771283.61, 38 09 36.39522 S, 176 17 46.99124 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20737 , TREE           ,                           482.6 ,   1888846.3 ,    5771267.88, 38 09 36.87626 S, 176 17 48.02793 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20738 , TREE           ,                           477.09,   1888863.38,    5771269.06, 38 09 36.81835 S, 176 17 48.72691 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20739 , TREE           ,                           471.67,   1888856.96,    5771229.92, 38 09 38.09356 S, 176 17 48.52068 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20740 , TREE           ,                           483.45,   1888900.41,    5771190.78, 38 09 39.31128 S, 176 17 50.36038 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20741 , TREE           ,                           485.2 ,   1888918.89,    5771191.03, 38 09 39.28187 S, 176 17 51.11816 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20742 , TREE           ,                           485.01,   1888922.83,    5771176.86, 38 09 39.73632 S, 176 17 51.30050 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20743 , TREE           ,                           474.18,   1888937.2 ,    5771157.38, 38 09 40.35073 S, 176 17 51.91848 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20744 , TREE           ,                           353.33,   1888214.28,    5771989.89, 38 09 14.21674 S, 176 17 21.04749 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20745 , TREE           ,                           356.49,   1888222.25,    5771955.78, 38 09 15.31247 S, 176 17 21.42412 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20746 , TREE           ,                           355.73,   1888269.72,    5771924.85, 38 09 16.25975 S, 176 17 23.41648 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20747 , TREE           ,                           356.24,   1888292.37,    5771920.81, 38 09 16.36456 S, 176 17 24.35152 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20748 , TREE           ,                           355.16,   1888376.7 ,    5771879.41, 38 09 17.60856 S, 176 17 27.87123 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20749 , TREE           ,                           358.78,   1888392.73,    5771882.02, 38 09 17.50557 S, 176 17 28.52501 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20750 , TREE           ,                           354.01,   1888406.78,    5771888.41, 38 09 17.28242 S, 176 17 29.09206 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20751 , TREE           ,                           355.77,   1888382.95,    5771812.65, 38 09 19.76385 S, 176 17 28.22491 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20752 , TREE           ,                           355.6 ,   1888418.26,    5771830.65, 38 09 19.14016 S, 176 17 29.64718 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20753 , TREE           ,                           371.39,   1888421.84,    5771791.91, 38 09 20.39091 S, 176 17 29.85051 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20754 , TREE           ,                           358.51,   1888446.85,    5771777.91, 38 09 20.81561 S, 176 17 30.89689 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20755 , TREE           ,                           357.16,   1888459.56,    5771751.69, 38 09 21.65029 S, 176 17 31.45651 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20756 , TREE           ,                           382.9 ,   1888632.56,    5771629.71, 38 09 25.40225 S, 176 17 38.73137 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20757 , TREE           ,                           387.98,   1888662.26,    5771643.5 , 38 09 24.92135 S, 176 17 39.92965 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20758 , TREE           ,                           398.93,   1888672.79,    5771617.39, 38 09 25.75497 S, 176 17 40.39971 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20759 , TREE           ,                           410.03,   1888738.94,    5771567.75, 38 09 27.28669 S, 176 17 43.18584 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20760 , TREE           ,                           414.64,   1888782.36,    5771551.13, 38 09 27.77500 S, 176 17 44.99134 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20761 , TREE           ,                           419.89,   1888736.94,    5771480.4 , 38 09 30.11841 S, 176 17 43.23127 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20762 , TREE           ,                           434.25,   1888776.27,    5771456.81, 38 09 30.83721 S, 176 17 44.87918 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20763 , TREE           ,                           459.38,   1888806.75,    5771431.93, 38 09 31.60799 S, 176 17 46.16591 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20764 , TREE           ,                           466.52,   1888824.49,    5771400.16, 38 09 32.61662 S, 176 17 46.94005 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20765 , TREE           ,                           468.4 ,   1888844.27,    5771382.37, 38 09 33.17007 S, 176 17 47.77749 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20766 , TREE           ,                           465.49,   1888877.41,    5771356.91, 38 09 33.95656 S, 176 17 49.17421 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20767 , TREE           ,                           465.03,   1888883.21,    5771350.52, 38 09 34.15686 S, 176 17 49.42148 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20768 , TREE           ,                           457.09,   1888903.48,    5771331.74, 38 09 34.74180 S, 176 17 50.28047 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20769 , TREE           ,                           456.59,   1888933.42,    5771300.13, 38 09 35.73118 S, 176 17 51.55491 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20770 , TREE           ,                           466.9 ,   1888823.61,    5771399.72, 38 09 32.63189 S, 176 17 46.90460 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20771 , TREE           ,                           459.67,   1888809.93,    5771414.76, 38 09 32.16049 S, 176 17 46.32143 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20772 , TREE           ,                           445.65,   1888812.56,    5771461.45, 38 09 30.64509 S, 176 17 46.36116 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20773 , TREE           ,                           366.79,   1888412.78,    5771776.23, 38 09 20.90924 S, 176 17 29.50170 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20774 , TREE           ,                           364.99,   1888423.57,    5771782.55, 38 09 20.69210 S, 176 17 29.93512 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20775 , TREE           ,                           455.17,   1888823.86,    5771445.76, 38 09 31.14029 S, 176 17 46.84764 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20776 , TREE           ,                           466.73,   1888823.96,    5771400.33, 38 09 32.61173 S, 176 17 46.91806 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20777 , TREE           ,                           450   ,   1888664.14,    5770867.46, 38 09 50.05651 S, 176 17 41.13915 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20778 , TREE           ,                           461.33,   1888684.8 ,    5770881.42, 38 09 49.58051 S, 176 17 41.96639 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20779 , TREE           ,                           467.94,   1888686.02,    5770897.09, 38 09 49.07153 S, 176 17 41.99357 E, 2/07/2022    , LiDAR-2022, LINZ
NZRO20780 , TREE           ,                           482.57,   1888731.91,    5770942.78, 38 09 47.53867 S, 176 17 43.80960 E, 2/07/2022    , LiDAR-2022, LINZ
